group_url;group_name;subscribers;category;description;group_id
https://vk.com/club131101936;TargetHunter;445553.0;Приложение;Агентские кабинеты + Парсер + Посевы + Постинг + Биддер + Рассылки и чат-боты (VK+OK+TG)		– VK Реклама от А до Я: th.link/@vkr	– Академия TH: th.link/@academy	– Биржа таргетологов: vk.com/th.work	️– Экспертный клуб TH: vk.cc/c4l5Ip	– Партнерская программа: th.link/@partner	– TG-канал: t.me/targethunter		Регистрация в РКН gosuslugi.ru/snet/67597d5631a9292acd8c2c8d;131101936
https://vk.com/club132352720;Roads;10786.0;Фотография;"Куда ведут нас дороги? В невероятное путешествие!  Все о людях, городах и дорогах в работах лучших фотографов со всего мира.		Очередной паблик с фото, - скажете вы, - почему я должен сюда вступать?		Отвечая на этот вопрос, приведем 5 веских доводов:		- Регулярное обновление. Каждый день, в одно и тоже время, мы выкладываем новые фотографии	- Мы всегда находимся в поиске новых фотографов удивляющих своими волшебными работами	- Все наши фотографии в высоком качестве	- Мы не воруем фотографии  с чужих пабликов	- Мы не зациклены на тематике путешествий и стремимся к разнообразию, но не уходим от основной тематики нашего сообщества";132352720
https://vk.com/club132711327;Т—Ж;187547.0;Финансы;"Т—Ж помогает вести бюджет, сохранять накопления, вкладывать с умом и защищать свои права.		🧩 Учебник с бесплатными и платными курсами на все случаи жизни:	l.tbank.ru/tjmain		💡 Наше Сообщество для обмена житейской мудростью: vk.tinkoff.ru/community		📱 Приложение Т—Ж: journal.onelink.me/oFAw/wkbm1p01		💸 Наши почтовые рассылки: vk.tinkoff.ru/one-page-to-rule-them-all		👇 Наши каналы в Телеграм 👇		🎮 Технокульт: t.me/t_technocult	📈 Инвестник: t.me/investnique	🩺 З—Ж: t.me/t_zdorov	🚰 Стакан воды: t.me/t_dety	🧳 Чемодан: t.me/t_chemodan	👨‍💻 Бизнес: t.me/t_biznes	🤝 Сообщество: t.me/t_communa	⚽️ Спорт: t.me/t_sportik	👨‍🎓 Образование: t.me/t_obrazovanie	🧠 Мозг: t.me/t_dopamine	🏠 Свой угол: t.me/t_nedviga	🏙 Город: t.me/t_gorod	🕹 Батя: t.me/thebatya	🛍 Сравнятор: t.me/t_sravnyator		Регистрация в перечне РКН: vk.cc/cHk8kE";132711327
https://vk.com/club132732108;Рюкзак за плечи и пошёл| Походы| Путешествия;184965.0;"Туризм, путешествия";"Путешествие начинается не с того, что ты набиваешь рюкзак вещами, выходишь на трассу в поисках попутки или едешь на вокзал, сжимая билет в руке. Путешествие начинается в голове. В тот самый момент, когда ты понимаешь, что ты созрел для свободы быть там, где ты хочешь, тем, кем ты хочешь и когда ты этого хочешь. Оно начинается с решимости всё оставить таким, как это есть, перерезав все ниточки и привязанности, чтобы не нести вместе с рюкзаком груз прошлого. Путешествие это игра на доверие, когда ты поворачиваешься спиной к миру и падаешь назад, доверяясь тому, что тебя подхватят его надежные руки. Ты просто веришь, что всё получится. Веришь в изобилие мира и многочисленность мест, от которых сводит скулы из-за постоянной улыбки. 		Веришь в лучшее. 	Веришь в высшее. 	Веришь в людей. 	Веришь в себя. 		Путешествие начинается со взгляда, провожающего облака, но самое главное — оно начинается внутри, с огромной вселенной, которую невозможно исследовать и понять без связи с внешним. 	Ты просто веришь, что у тебя все получится, потому что нет ничего, с чем невозможно справиться, несмотря на мнения других. Это в первую очередь стоит оставить дома. Мнения других, даже если это ваши близкие люди. Если у людей есть право не верить в вас, то у вас нет права верить им. Ты просто обязан знать, что ты герой. Пусть своей собственной жизни. Пусть истории, которая когда либо закончится. Пусть в ней будет куча ошибок и будет сбиваться слог, но это твоя история, и никому не дано писать ее за тебя.		Поисковые тэги: поход, путешествие, рюкзак, туризм, спальник, палатка, пеший поход, велопоход, тур, туры, походы, водные походы, природа, снаряжение, туристический, туристский, снаряга, сублиматы, походная еда, готовим в походе, поход в горы, турклуб		Ссылка регистрации группы в РКН knd.gov.ru/license?id=673b33899d804a279bbcb86d&registryType=bloggersPermission";132732108
https://vk.com/club133069384;АЛЬПИНИСТСКАЯ БАРАХОЛКА /АЛЬПИНИЗМ;42232.0;Спортивные товары;РАСПРОДАЖИ АЛЬП. СНАРЯЖЕНИЯ	КОНКУРСЫ ДЛЯ ПОДПИСЧИКОВ	НОВОСТИ ИЗ МИРА АЛЬПИНИЗМА	Б/У СНАРЯЖЕНИЕ	ВСЕ ПУБЛИКАЦИИ БЕСПЛАТНО !;133069384
https://vk.com/club133216135;Sun Spirit Group;26045.0;Культура;"Sun Spirit Festival - музыка и искусство в природных ландшафтах, исследование 	дивного нового мира.";133216135
https://vk.com/club133250193;RUTRAIL - маркированные маршруты России;18149.0;"Туризм, путешествия";"Социальный проект во имя туризма России. 	Мы маркируем тропы для пеших, вело и лыжных походов по всей стране!		Каждый сможет отправиться на выходные по размеченной тропе - очищать разум и наслаждаться природой.		Подписывайся, узнавай о новых тропах и принимай участие в туристической истории родного края!		Хештег проекта: #rutrail";133250193
https://vk.com/club133781493;Sarmatian;2783.0;Активный отдых;Шью сумки \\ Сейчас в Алматы;133781493
https://vk.com/club133797584;ТРЕККИНГ SHOP;6151.0;Спортивные товары;"Интернет-магазин товаров для активного отдыха, туризма, охоты и рыбалки. По заказам и вопросам с нами можно связаться по телефону 89604155337 магазин TREKKING SHOP m.vk.com/id396295051	наш Инстаграм @trekking__shop";133797584
https://vk.com/club134229833;AliExpress для велосипедистов;9539.0;Велосипеды;"Запчасти, расходники и аксессуары с aliexpress. Только лучшее и проверенное. 	-------»»  НАВИГАЦИЯ по ХЕШТЕГАМ ««-------		ЗАПЧАСТИ(железо):	#система@cyclecult -системы, шатуны	#звезда@cyclecult -передние звезды	#каретка@cyclecult -каретки		#ког@cyclecult -коги	#кассета@cyclecult -кассеты и трещотки	#фривил@cyclecult -фривилы		#втулка@cyclecult -втулки передние и задние	#обод@cyclecult -обода		#рама@cyclecult -рамы всех типов	#вилка@cyclecult -вилки всех типов	#руль@cyclecult -рули всех типов		#вынос@cyclecult -выносы	#подседел@cyclecult -подседельные штыри	#седло@cyclecult -седла		#тормоза@cyclecult -тормоза, калиперы, ручки	#педали@cyclecult -педали, в том числе контактные и шипы к ним	#колесо@cyclecult -готовые вилсеты, лопасти, диски 		#групсет@cyclecult -групсеты	#рулевые@cyclecult -рулевые колонки	#переклюки@cyclecult -механизмы переключения передач	#ебайк@cyclecult -всё для электробайков		РАСХОДНИКИ:	#покрышка@cyclecult -покрышки всех размеров	#камера@cyclecult -камеры всех размеров	#тросики@cyclecult -тросики шоссе и МТВ		#грипсы@cyclecult -грипсы	#обмотка@cyclecult -обмотки на руль	#колодки@cyclecult -тормозные колодки и накладки		#спицы@cyclecult -спицы	#подшипники@cyclecult -заменяемые подшипники	#цепь@cyclecult -цепи		АКСЕССУАРЫ:	#свет@cyclecult -свет. Маячки, фары, габариты	#сумка@cyclecult -сумки, кофры	#фляга@cyclecult -фляги и флягодержатели		#одежда@cyclecult -одежда, джерси, кепки, бахилы и т.д.	#защита@cyclecult -защита. Шлема, очки, щитки, перчатки		#инструменты@cyclecult -инструменты 	#украшательства@cyclecult -украшательства	#крылья@cyclecult -крылья	#замок@cyclecult -цепи, тросики, пластины, U-локи		#аксы@cyclecult -компьютеры, звонки и прочие интересные штуки	#станок@cyclecult -станки всех типов	#багажник@cyclecult  -багажники и крепления 		по ТИПАМ велосипедов:	#городские@cyclecult -городские	#горные@cyclecult -горные	#шоссейные@cyclecult -шоссейные		#фиксы@cyclecult -фиксы	#BMX@cyclecult -BMX	#фетбайки@cyclecult -фетбайки		#ебайки@cyclecult  - электрические		ЛУХАРИ:	#карбон@cyclecult -карбон	#винтаж@cyclecult -винтаж. Специально для СПОРТ-ШОССЕ	#extra@cyclecult -топовые штуки		#обзор@cyclecult -обзоры товаров от подписчиков 	#шокконтент@cyclecult -всякое	#вопрос@cyclecult 		#ивент@cyclecult	#конкурс@cyclecult	#развлекательный@cyclecult	#познавательный@cyclecult		Отправляйте свои товары и отзывы о них в предложку. Мы обязательно добавим теги и опубликуем";134229833
https://vk.com/club134245196;Поехавший эстет;237056.0;Фотография;"Доброго времени суток!	Группа создана исключительно для фотографов любителей и тех, кто видит в повседневных окружающих нас вещах нечто прекрасное.";134245196
https://vk.com/club134438974;Научная каторга;926.0;Наука;"Актуальные новости научной и образовательной политики в РФ		-----------------------	Агрегатор новостей про	(1) гранты	(2) научную ПОЛИТИКУ (что предпринимают три большие группы влияния на науку в нашей стране)	(3) некоторые хитрые файлы, которых вы не найдете в сети	-----------------------	Научная политика	#science@iridio	-----------------------	Образовательная политика	#education@iridio	-----------------------	Гранты и Премии	#grant@iridio	-----------------------	Жилищные сертификаты, служебное жилье	#zhil@iridio	-----------------------	Опросы по проблематике	#monitoring@iridio	-----------------------	Разное	#fun@iridio	-----------------------		(С)	Центр ИРИДИО";134438974
https://vk.com/club134501407;A I R P H O T O;141749.0;"Туризм, путешествия";"№ 4933904384		Горы и море	А так же Природа, пейзажи и чистый воздух!	путешествия, туризм, фотографии!";134501407
https://vk.com/club134730505;Ножи. Свободное общение;22545.0;Другие хобби;"№ 4780797771	Тематика сообщества - ножи.	Сообщество для свободного общения на тему ножей. Это не барахолка! Объявления о продаже не публикую!	Если вы ножедел, можете поделиться своими работами без указания цены и намёков на продажу.	Чтобы опубликовать пост отправьте его на стену в ""предложить новость""	Партнер";134730505
https://vk.com/club134771810;Отбеливание зубов White&Smile™ Академгородок;494.0;Салон красоты;"ФИЛИАЛ ПЕРЕЕХАЛ НА ПЕТУХОВА 35а		(www.instagram.com/white_smile_kirovskyi/)	_________________________________		НЕОБХОДИМА ПРЕДВАРИТЕЛЬНАЯ ЗАПИСЬ		Официальный представитель федеральной сети косметического отбеливания зубов White&Smile в Новосибирском Академгородке.		White&Smile – это сеанс деликатного осветления зубов по французской технологии, который обладает рядом больших преимуществ перед другими системами.		▼Эффективное отбеливание: результат от 2 до 12 тонов за одно посещение, сохраняется от месяца до полугода 	▼Быстрое отбеливание: уже через 15-45 минут вы увидите результат в зеркало, но не бойтесь получить ""унитазную улыбку"", зубы осветлятся до природного максимума 	▼Доступное отбеливание: минимальная стоимость процедуры 1800, максимальная - 3800, в то время как отбеливание в стоматологии обойдется вам в 10-20 тысяч рублей 	▼Безболезненное отбеливание: вы сидите в удобном кресле, смотрите видеоклипы, пока специальный осветляющий гель в капе и LED-лампа работают, никаких больничных ассоциаций. Противопоказания фактически отсутствуют, распространяясь лишь на кормящих и беременных женщин. 		Адрес: Морской Проспект 7, подъезд 1, этаж минус 1 	с 10:00 до 20:00 без выходных (только по предварительной записи) 		Вступайте в группу, и первыми узнавайте о скидках, акциях, бьюти-советах и новостях проекта.";134771810
https://vk.com/club134882644;Нетипичный Красноярск;241029.0;Городское сообщество;gosuslugi.ru/snet/67b2ff0c4782e80b6eb13e40;134882644
https://vk.com/club135471435;"Кафе ""Сибирские Традиции""";461.0;"Кафе, ресторан";"Кафе ""Сибирские Традиции"" с 2016 года угощает своих гостей вкусными домашними обедами, радует теплой атмосферой, домашней выпечкой и гостеприимными ценами.		А также, накрывает щедрые столы в ваши праздники, отталкиваясь от ваших пожеланий.		Ждем вас в гости с понедельника по пятницу с 11:00 до 18:00.		Мы находимся в Советском районе, ул. Приморская 9/1, 1 этаж.	Ответим на все вопросы по тел. +79134606110.";135471435
https://vk.com/club135506887;РОМАНТИКА ДАЛЬНИХ ДОРОГ| Походы| Туризм;120645.0;"Туризм, путешествия";;135506887
https://vk.com/club135937265;Черниговская Татьяна Владимировна;510017.0;Образование;Официальная страница Черниговской Татьяны Владимировны — российского ученого в области нейронауки и психолингвистики.;135937265
